species_name,tip_label,family,clade,total_rnaseq_runs,male_runs,female_runs,unknown_sex_runs,has_male,has_female,has_both_sexes,tissues,platforms,example_accessions
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,38,0,12,26,False,True,False,gut; insect; whole adult; whole larva,ILLUMINA,SRX24373771; SRX24373770; SRX24373769; SRX24373768; SRX24373767
Denticollis linearis,Denticollis_linearis,Elateridae,Elateriformia,0,0,0,0,False,False,False,,,
Diabrotica balteata,Diabrotica_balteata,Chrysomelidae,Cucujiformia,2,0,0,2,False,False,False,,PACBIO_SMRT,ERX6562194; ERX6562193
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,65,4,19,42,True,True,True,whole body; whole larvae; whole organism,ILLUMINA,SRX27727607; SRX27727606; SRX27727605; SRX27727604; SRX27727603
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,202,21,72,107,True,True,True,larva; midgut; missing; whole; whole body; whole insect; whole larva; whole organism,ILLUMINA; LS454; PACBIO_SMRT,SRX15211806; SRX15211805; SRX15211804; SRX15211803; SRX15211802
Diaperis boleti,Diaperis_boleti,Tenebrionidae,Cucujiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX18287599
Dicheirus dilatatus,Dicheirus_dilatatus,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,36,30,6,0,True,True,True,epidermis; foretibia; hindtibia,ILLUMINA,SRX10475355; SRX10475354; SRX10475353; SRX10475352; SRX10475351
Diorhabda carinata,Diorhabda_carinata,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Diorhabda carinulata,Diorhabda_carinulata,Chrysomelidae,Cucujiformia,18,12,6,0,True,True,True,abdomen; head; thorax,ILLUMINA; PACBIO_SMRT,SRX16447046; SRX16447045; SRX16447044; SRX16388695; SRX16388694
Diorhabda elongata,Diorhabda_elongata,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Diorhabda sublineata,Diorhabda_sublineata,Chrysomelidae,Cucujiformia,6,0,6,0,False,True,False,abdomen; head; thorax,ILLUMINA; PACBIO_SMRT,SRX16441319; SRX16441318; SRX16441317; SRX16396138; SRX16396137
Diplocoelus fagi,Diplocoelus_fagi,Biphyllidae,Cucujiformia,0,0,0,0,False,False,False,,,
Diploeciton nevermanni,Diploeciton_nevermanni,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Distenia gracilis,Distenia_gracilis,Cerambycidae,Cucujiformia,1,0,1,0,False,True,False,whole body,ILLUMINA,SRX31144365
Donacia provostii,Donacia_provostii,Chrysomelidae,Cucujiformia,3,0,0,3,False,False,False,119.62 e 33.32 n; 119.62 e 33.33 n; 119.62 e 33.34 n,ILLUMINA,SRX9775616; SRX9775615; SRX9775614
Dorcus hopei,Dorcus_hopei,Lucanidae,Scarabaeiformia,17,1,0,16,True,False,False,head muscle; wing,ILLUMINA,SRX20589142; SRX11392445; SRX11392444; SRX11392443; SRX11392442
Dorcus parallelipipedus,Dorcus_parallelipipedus,Lucanidae,Scarabaeiformia,2,0,0,2,False,False,False,muscle,ILLUMINA,ERX13400214; SRX19356012
Dorysthenes granulosus,Dorysthenes_granulosus,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX30401816
Drilus flavescens,Drilus_flavescens,Elateridae,Elateriformia,0,0,0,0,False,False,False,,,
Dromius quadrimaculatus,Dromius_quadrimaculatus,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX13400228
Drusilla canaliculata,Drusilla_canaliculata,Staphylinidae,Staphyliniformia,4,2,2,0,True,True,True,body without head; head,ILLUMINA,SRX12280923; SRX12280922; SRX12280921; SRX12280920
Dynastes grantii,Dynastes_grantii,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Dynastes hercules hercules,Dynastes_hercules_hercules,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Dynastes hercules paschoali,Dynastes_hercules_paschoali,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Dynastes hercules reidi,Dynastes_hercules_reidi,Scarabaeidae,Scarabaeiformia,1,1,0,0,True,False,False,"brain, antenna, testis, prothorax, thorax tissues",ILLUMINA,SRX28844776
Dynastes hercules septentrionalis,Dynastes_hercules_septentrionalis,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Dynastes hyllus,Dynastes_hyllus,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Dynastes maya,Dynastes_maya,Scarabaeidae,Scarabaeiformia,5,5,0,0,True,False,False,musscle,ILLUMINA,SRX17216229; SRX17216228; SRX17216227; SRX17216226; SRX17216225
Dynastes tityus,Dynastes_tityus,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Eledona agricola,Eledona_agricola,Tenebrionidae,Cucujiformia,2,0,0,2,False,False,False,whole body,ILLUMINA,ERX11787372; SRX18287604
Elmis aenea,Elmis_aenea,Elmidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX12138218
Endomychus armeniacus,Endomychus_armeniacus,Endomychidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX15434685
Endomychus coccineus,Endomychus_coccineus,Endomychidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11235645
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,34,3,23,8,True,True,True,adults; antennae; eggs; larvae; leg; ovary; pupae,ILLUMINA,SRX19734762; SRX19734761; SRX19734760; SRX19734759; SRX19734758
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,32,3,23,6,True,True,True,adults; antennae; larve; leg; ovary; pupae,ILLUMINA,SRX19734768; SRX19734767; SRX19734766; SRX19734765; SRX19734764
Eulagius filicornis,Eulagius_filicornis,Mycetophagidae,Cucujiformia,0,0,0,0,False,False,False,,,
Euwallacea fornicatus,Euwallacea_fornicatus,Curculionidae,Cucujiformia,7,1,2,4,True,True,True,"missing; pupae; whole body, adult; whole individual",ILLUMINA; OXFORD_NANOPORE,SRX24933590; SRX24933589; SRX24933588; SRX23955164; SRX23955163
Euwallacea similis,Euwallacea_similis,Curculionidae,Cucujiformia,1,0,1,0,False,True,False,"whole body, adult",ILLUMINA,SRX23955167
Galeruca laticollis,Galeruca_laticollis,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Galerucella nymphaeae,Galerucella_nymphaeae,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Galerucella sagittariae,Galerucella_sagittariae,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Gastrophysa polygoni,Gastrophysa_polygoni,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Gastrophysa viridula,Gastrophysa_viridula,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Geotrupes spiniger,Geotrupes_spiniger,Geotrupidae,Scarabaeiformia,3,0,0,3,False,False,False,muscle,ILLUMINA,ERX11235651; ERX11235650; SRX19356009
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,16,8,8,0,True,True,True,head; head and prothorax,ILLUMINA,DRX479471; DRX479470; DRX479469; DRX479468; DRX479467
Gonodera luperus,Gonodera_luperus,Tenebrionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14692412
Graciliella metohijensis,Graciliella_metohijensis,Leiodidae,Staphyliniformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13270907
Grammoptera ruficornis,Grammoptera_ruficornis,Cerambycidae,Cucujiformia,0,0,0,0,False,False,False,,,
Grypus equiseti,Grypus_equiseti,Erirhinidae,Cucujiformia,0,0,0,0,False,False,False,,,
Hallomenus binotatus,Hallomenus_binotatus,Tetratomidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400248
Halyzia sedecimguttata,Halyzia_sedecimguttata,Coccinellidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX9660751
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,182,13,46,123,True,True,True,4th instar larva; adult body; adult's abdomen; all the body; antennae; body; fat-body; larva; midgut; missing,ILLUMINA; PACBIO_SMRT,DRX799001; DRX799000; DRX798999; DRX798998; DRX798997
Harmonia quadripunctata,Harmonia_quadripunctata,Coccinellidae,Cucujiformia,0,0,0,0,False,False,False,,,
Harpalus anxius,Harpalus_anxius,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Harpalus rubripes,Harpalus_rubripes,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Harpalus rufipes,Harpalus_rufipes,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX12138233
Hemicrepidius hirtus,Hemicrepidius_hirtus,Elateridae,Elateriformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11656523
Hermaeophaga mercurialis,Hermaeophaga_mercurialis,Chrysomelidae,Cucujiformia,2,0,0,2,False,False,False,whole insect,ILLUMINA,ERX11656486; SRX20709664
Herpes porcellus,Herpes_porcellus,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Hippodamia convergens,Hippodamia_convergens,Coccinellidae,Cucujiformia,16,0,16,0,False,True,False,whole body,ILLUMINA,SRX11722244; SRX11722243; SRX11722242; SRX11722241; SRX11722240
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,18,3,4,11,True,True,True,female antenna 1; female antenna 2; female antenna 3; male antenna 1; male antenna 2; male antenna 3; whole body; whole organism,ILLUMINA; PACBIO_SMRT,SRX26449927; SRX25693745; SRX25693744; SRX25693743; SRX25693742
Hololepta plana,Hololepta_plana,Histeridae,Staphyliniformia,0,0,0,0,False,False,False,,,
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,32,15,16,1,True,True,True,mid gut; whole bady,ILLUMINA,SRX10917159; SRX10917158; SRX10917157; SRX10917156; SRX10917155
Hycleus marcipoli,Hycleus_marcipoli,Meloidae,Cucujiformia,1,0,1,0,False,True,False,thorax,ILLUMINA,SRX27793332
Hypera rumicis,Hypera_rumicis,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,12,4,4,4,True,True,True,whole body,ILLUMINA,SRX8408987; SRX8408986; SRX4643836; SRX4643835; SRX4643834
Ichthyurus bourgeoisi,Ichthyurus_bourgeoisi,Cantharidae,Elateriformia,2,2,0,0,True,False,False,whole body,ILLUMINA,SRX30298616; SRX30298614
Ips nitidus,Ips_nitidus,Curculionidae,Cucujiformia,30,0,0,30,False,False,False,midgut; whole body,ILLUMINA,SRX19038379; SRX19038378; SRX19038377; SRX14985819; SRX14985818
Ips sexdentatus,Ips_sexdentatus,Curculionidae,Cucujiformia,15,0,0,15,False,False,False,gut,ILLUMINA,SRX15629572; SRX15629571; SRX15629570; SRX15629569; SRX15629568
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,155,38,53,64,True,True,True,antennae; fat body; fed male head; fed male midgut; golden female fatbody; golden female head; golden female midgut; golden male fatbody; golden male head; golden male midgut,ILLUMINA,SRX30400883; SRX30400882; SRX30400881; SRX30400880; SRX30400879
Kibakoganea sinica,Kibakoganea_sinica,Scarabaeidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Kibakoganea tamdaoensis,Kibakoganea_tamdaoensis,Scarabaeidae,Scarabaeiformia,1,0,1,0,False,True,False,insect,ILLUMINA,SRX26847780
Kyklioacalles roboris,Kyklioacalles_roboris,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Labidomera clivicollis,Labidomera_clivicollis,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Laccobius striatulus,Laccobius_striatulus,Hydrophilidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Lagria hirta,Lagria_hirta,Tenebrionidae,Cucujiformia,1,0,1,0,False,True,False,,ILLUMINA,ERX11043079
Laparocerus anagae,Laparocerus_anagae,Curculionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX16161545
Larinus minutus,Larinus_minutus,Curculionidae,Cucujiformia,1,0,0,1,False,False,False,whole organism,ILLUMINA,SRX27568535
Larinus planus,Larinus_planus,Curculionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14999719
Larinus ursus,Larinus_ursus,Curculionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14368148
Lasiorhynchites cavifrons,Lasiorhynchites_cavifrons,Attelabidae,Cucujiformia,0,0,0,0,False,False,False,,,
Latheticus oryzae,Latheticus_oryzae,Tenebrionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Lathrobium brunnipes,Lathrobium_brunnipes,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Leiosoma deflexum,Leiosoma_deflexum,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Leistus fulvibarbis,Leistus_fulvibarbis,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Leistus rufomarginatus,Leistus_rufomarginatus,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Leistus spinibarbis,Leistus_spinibarbis,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX12138203
Leonhardella angulicollis,Leonhardella_angulicollis,Leiodidae,Staphyliniformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13270908
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,1369,21,21,158,True,True,True,"aedeagus; fat body; fat body female; fat body male; fat body, midgut,malpighian tubules pooled; fatbody; feces_0 hours; feces_96 hours; fertilized egg; genital ducts",DNBSEQ; ILLUMINA; PACBIO_SMRT,SRX29926839; SRX29926838; SRX29926837; SRX29926836; SRX29926835
Leptodirus hochenwartii,Leptodirus_hochenwartii,Leiodidae,Staphyliniformia,2,0,0,2,False,False,False,whole body,ILLUMINA,ERX10349534; SRX18835733
Leptura quadrifasciata,Leptura_quadrifasciata,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14197783
Lesteva pubescens,Lesteva_pubescens,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Lesteva punctata,Lesteva_punctata,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,40,20,20,0,True,True,True,head,ILLUMINA,SRX26314786; SRX26313083; SRX26313082; SRX26313081; SRX26313080
Librodor japonicus,Librodor_japonicus,Nitidulidae,Cucujiformia,1,0,1,0,False,True,False,body,ILLUMINA,SRX27182025
Limonius poneli,Limonius_poneli,Elateridae,Elateriformia,0,0,0,0,False,False,False,,,
Liophloeus tessulatus,Liophloeus_tessulatus,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Liopterus haemorrhoidalis,Liopterus_haemorrhoidalis,Dytiscidae,Adephaga,0,0,0,0,False,False,False,,,
Lochmaea capreae,Lochmaea_capreae,Chrysomelidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX10650723
Lochmaea crataegi,Lochmaea_crataegi,Chrysomelidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400204
Longitarsus dorsalis,Longitarsus_dorsalis,Chrysomelidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13528024
Longitarsus flavicornis,Longitarsus_flavicornis,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Lordithon lunulatus,Lordithon_lunulatus,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Lucanus miwai,Lucanus_miwai,Lucanidae,Scarabaeiformia,0,0,0,0,False,False,False,,,
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,26,12,14,0,True,True,True,47-swla-luita-14-f-h_head; 48-swla-luita-9-f-h_head; 49-swla-luita-5-f-h_head; 50-swla-luita-8-f-h_head; 51-swla-luita-2-f-h_head; 52-swla-luita-11-f-h_head; 53-swla-luita-3-f-h_head; 54-swla-luita-4-m-b_abdomen; 55-swla-luita-5-m-b_abdomen; 56-swla-luita-2-m-b_abdomen,ILLUMINA,SRX24147083; SRX24147082; SRX24147081; SRX24147080; SRX24147052
Magdalis barbicornis,Magdalis_barbicornis,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Magdalis cerasi,Magdalis_cerasi,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Malachius bipustulatus,Malachius_bipustulatus,Melyridae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX12016736
Malthinus flaveolus,Malthinus_flaveolus,Cantharidae,Elateriformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400218
Malthinus seriepunctatus,Malthinus_seriepunctatus,Cantharidae,Elateriformia,0,0,0,0,False,False,False,,,
Malthodes marginatus,Malthodes_marginatus,Cantharidae,Elateriformia,0,0,0,0,False,False,False,,,
Malthodes minimus,Malthodes_minimus,Cantharidae,Elateriformia,0,0,0,0,False,False,False,,,
Marronus borbonicus,Marronus_borbonicus,Scarabaeidae,Scarabaeiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX3806211
Megalocaria dilatata,Megalocaria_dilatata,Coccinellidae,Cucujiformia,2,0,1,1,False,True,False,whole body,ILLUMINA; PACBIO_SMRT,SRX22130586; SRX8144148
Megatoma undata,Megatoma_undata,Dermestidae,Cucujiformia,0,0,0,0,False,False,False,,,
Melanotus villosus,Melanotus_villosus,Elateridae,Elateriformia,0,0,0,0,False,False,False,,,
Melinopterus prodromus,Melinopterus_prodromus,Scarabaeidae,Scarabaeiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11453889
Melolontha melolontha,Melolontha_melolontha,Scarabaeidae,Scarabaeiformia,19,1,0,18,True,False,False,anterior midgut tissue; posterior midgut tissue,ILLUMINA,ERX9909287; SRX10826119; SRX10826118; SRX10826117; SRX10826116
Metoecus paradoxus,Metoecus_paradoxus,Ripiphoridae,Cucujiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX26592352
Micromus angulatus,Micromus_angulatus,Hemerobiidae,Neuroptera,3,0,0,3,False,False,False,,ILLUMINA; OXFORD_NANOPORE; PACBIO_SMRT,SRX27254125; SRX25418143; SRX25339377
Microrhagus pygmaeus,Microrhagus_pygmaeus,Eucnemidae,Elateriformia,0,0,0,0,False,False,False,,,
Mongoloraphidia duomilia,Mongoloraphidia_duomilia,Raphidiidae,Raphidioptera,2,0,2,0,False,True,False,tissue,ILLUMINA; PACBIO_SMRT,SRX24376629; SRX24364386
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,129,22,25,82,True,True,True,antenna; antennae; body; body of m. alternatus fumigated by (+)-alpha-pinene - replicate 1; body of m. alternatus fumigated by (+)-alpha-pinene - replicate 2; body of m. alternatus fumigated by (+)-alpha-pinene - replicate 3; body of m. alternatus under control - replicate 1; body of m. alternatus under control - replicate 2; body of m. alternatus under control - replicate 3; brain,ILLUMINA,SRX23859334; SRX23859333; SRX23859332; SRX23859331; SRX23859330
Monochamus saltuarius,Monochamus_saltuarius,Cerambycidae,Cucujiformia,84,0,0,84,False,False,False,adult cuticle; adult gonad; adult trachea; complete insect; gut; larva; pupa; whole body of larvae,ILLUMINA,SRX18995029; SRX18994451; SRX18992744; SRX18992743; SRX18992742
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,13,6,7,0,True,True,True,antennae; whole body,ILLUMINA,SRX29604954; SRX15155659; SRX15155658; SRX15155657; SRX15155656
Monochamus sutor,Monochamus_sutor,Cerambycidae,Cucujiformia,3,0,1,2,False,True,False,not applicable,ILLUMINA,SRX29500787; SRX29500786; SRX29500785
Monolepta hieroglyphica,Monolepta_hieroglyphica,Chrysomelidae,Cucujiformia,12,0,0,12,False,False,False,whole organism,ILLUMINA,SRX26771991; SRX26771990; SRX26771989; SRX26771988; SRX26771987
Mononychus punctumalbum,Mononychus_punctumalbum,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Monotoma picipes,Monotoma_picipes,Monotomidae,Cucujiformia,0,0,0,0,False,False,False,,,
Morimus asper,Morimus_asper,Cerambycidae,Cucujiformia,1,0,1,0,False,True,False,,ILLUMINA,ERX15434675
Morimus orientalis,Morimus_orientalis,Cerambycidae,Cucujiformia,1,1,0,0,True,False,False,,ILLUMINA,ERX15434687
Mycetophagus atomarius,Mycetophagus_atomarius,Mycetophagidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400262
Mycetophagus piceus,Mycetophagus_piceus,Mycetophagidae,Cucujiformia,0,0,0,0,False,False,False,,,
Mylabris quadripunctata,Mylabris_quadripunctata,Meloidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX15434678
Mylabris sibirica,Mylabris_sibirica,Meloidae,Cucujiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX24528320
Myrrha octodecimguttata,Myrrha_octodecimguttata,Coccinellidae,Cucujiformia,0,0,0,0,False,False,False,,,
Nacerdes melanura,Nacerdes_melanura,Oedemeridae,Cucujiformia,0,0,0,0,False,False,False,,,
Nadezhdiella cantori,Nadezhdiella_cantori,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX29540870
Nalassus laevioctostriatus,Nalassus_laevioctostriatus,Tenebrionidae,Cucujiformia,2,0,0,2,False,False,False,whole body,ILLUMINA,ERX13363646; SRX18287633
Nebria brevicollis,Nebria_brevicollis,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX12138200
Nebria salina,Nebria_salina,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Nedyus quadrimaculatus,Nedyus_quadrimaculatus,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Neocrepidodera transversa,Neocrepidodera_transversa,Chrysomelidae,Cucujiformia,2,0,0,2,False,False,False,whole insect,ILLUMINA,ERX11235621; SRX20709665
Neoneuromus ignobilis,Neoneuromus_ignobilis,Corydalidae,Megaloptera,4,0,2,2,False,True,False,newly hatched larvae; whole body; whole-body,BGISEQ; ILLUMINA; PACBIO_SMRT,SRX15958479; SRX15936880; SRX15936107; SRX15935659
Nicrophorus investigator,Nicrophorus_investigator,Silphidae,Staphyliniformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11418658
